,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,the-masalawala-new-york-2,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}]","{'latitude': 40.72191, 'longitude': -73.98666}",(212) 358-9300,2284.6328825990954,sCC7-hSdCkNPExejZT9BAQ,https://s3-media4.fl.yelpcdn.com/bphoto/4fxSLoYtYtP-lDIRQZ-LJw/o.jpg,False,"{'address1': '179 Essex St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['179 Essex St', 'New York, NY 10002']}",The MasalaWala,+12123589300,$$,4.5,1296,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/the-masalawala-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
11,trinity-place-new-york-3,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]","{'latitude': 40.708865, 'longitude': -74.01117}",(212) 964-0939,331.90126133314186,c1kKAH9XMPNeaBhvnIP0FQ,https://s3-media3.fl.yelpcdn.com/bphoto/TdtcSLphiQ5FUuscFZKNuw/o.jpg,False,"{'address1': '115 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['115 Broadway', 'New York, NY 10006']}",Trinity Place,+12129640939,$$,4.0,323,[],https://www.yelp.com/biz/trinity-place-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
12,hole-in-the-wall-new-york-2,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 40.70837, 'longitude': -74.00563}",(212) 602-9991,139.2834682252321,rQpO1Eie_zmeAOQ9s-T0sQ,https://s3-media1.fl.yelpcdn.com/bphoto/KQwNs2HFWF0GDEGoSYgAEg/o.jpg,False,"{'address1': '15 Cliff St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['15 Cliff St', 'New York, NY 10038']}",Hole in the Wall,+12126029991,$$,4.5,378,[],https://www.yelp.com/biz/hole-in-the-wall-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
13,xi-an-famous-foods-new-york-4,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.709193, 'longitude': -74.009347}",(212) 786-2068,190.17014432358047,YvMLbSK_tWmaOjYGwOUd5Q,https://s3-media1.fl.yelpcdn.com/bphoto/Numbc0JliUZXT2VX1UBU1w/o.jpg,False,"{'address1': '8 Liberty Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['8 Liberty Pl', 'New York, NY 10038']}",Xi’an Famous Foods,+12127862068,$$,4.0,35,[],https://www.yelp.com/biz/xi-an-famous-foods-new-york-4?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
14,o-haras-restaurant-and-pub-new-york,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.7093473589949, 'longitude': -74.0122557367896}",(212) 267-3032,430.72727847972715,ZnhRUBos9FGQZrzbcPn6Vg,https://s3-media2.fl.yelpcdn.com/bphoto/nHPOfxtgtjaXPDWm6kPdIg/o.jpg,False,"{'address1': '120 Cedar St', 'address2': 'Ste 4', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['120 Cedar St', 'Ste 4', 'New York, NY 10006']}",O'Hara's Restaurant and Pub,+12122673032,$$,4.0,364,[],https://www.yelp.com/biz/o-haras-restaurant-and-pub-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
15,broadstone-bar-and-kitchen-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 40.70411, 'longitude': -74.01186}",(646) 707-0426,619.9393560108349,fanlKZzN-fI9LywqQD6EHg,https://s3-media2.fl.yelpcdn.com/bphoto/PDqLOYqTW6AqNXUiLgQVqg/o.jpg,False,"{'address1': '88 Broad St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['88 Broad St', 'New York, NY 10004']}",Broadstone Bar & Kitchen,+16467070426,$$,4.0,182,[],https://www.yelp.com/biz/broadstone-bar-and-kitchen-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
16,zeytin-mediterranean-new-york-3,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'turkish', 'title': 'Turkish'}]","{'latitude': 40.708573, 'longitude': -74.007024}",(212) 227-1908,19.45877056262182,RvGRsgnHfLXH4q9SWPeaoQ,https://s3-media3.fl.yelpcdn.com/bphoto/E0VMHRF74xTbNJgObe8tiQ/o.jpg,False,"{'address1': '110 William St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['110 William St', 'New York, NY 10038']}",Zeytin Mediterranean,+12122271908,$$,4.5,58,"['delivery', 'pickup']",https://www.yelp.com/biz/zeytin-mediterranean-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
17,westville-wall-st-new-york-5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.70478, 'longitude': -74.00652}",(212) 741-4780,411.1634448229252,xefmiLAsKURFc6FDGSRgfQ,https://s3-media3.fl.yelpcdn.com/bphoto/Ng8v6UkblqprLGCldwYRBw/o.jpg,False,"{'address1': '110 Wall St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['110 Wall St', 'New York, NY 10005']}",Westville - Wall St,+12127414780,$$,4.0,126,"['delivery', 'pickup']",https://www.yelp.com/biz/westville-wall-st-new-york-5?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
18,gunbae-new-york,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 40.714683, 'longitude': -74.010223}",(212) 321-2500,724.1364863590644,0GN6l4FAknTFSWZhEan45A,https://s3-media2.fl.yelpcdn.com/bphoto/KxkF-jXz-aUw2B9ghw6Ytg/o.jpg,False,"{'address1': '67 Murray St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['67 Murray St', 'New York, NY 10007']}",GunBae,+12123212500,$$,4.0,220,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/gunbae-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
19,eataly-downtown-new-york,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'meats', 'title': 'Meat Shops'}]","{'latitude': 40.709716, 'longitude': -74.011714}",(212) 897-2895,397.5020107849506,pL2tig3FxJcrZ4wDIO4TsA,https://s3-media2.fl.yelpcdn.com/bphoto/wN_daB_fwBnrixCW_dH27A/o.jpg,False,"{'address1': '101 Liberty St', 'address2': 'Fl 3', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['101 Liberty St', 'Fl 3', 'New York, NY 10006']}",Eataly Downtown,+12128972895,$$,3.5,758,[],https://www.yelp.com/biz/eataly-downtown-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
20,la-parisienne-new-york-5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.70961, 'longitude': -74.0093799}",(646) 756-4911,211.6485157564821,xTnivXEdEtXrnhp-z4JGvg,https://s3-media2.fl.yelpcdn.com/bphoto/8i6Hgi2iOA06CgDK8ED4pQ/o.jpg,False,"{'address1': '9 Maiden Ln', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['9 Maiden Ln', 'New York, NY 10038']}",La Parisienne,+16467564911,$$,4.5,247,"['delivery', 'pickup']",https://www.yelp.com/biz/la-parisienne-new-york-5?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
21,view-of-the-world-terrace-club-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 40.7098701, 'longitude': -74.013926}",(212) 577-2933,581.1025399190553,T_d-JdVD-DVl4DzWqQk9DQ,https://s3-media3.fl.yelpcdn.com/bphoto/OydGg0ISRgUKfexgGkUZ4w/o.jpg,False,"{'address1': '144 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['144 Washington St', 'New York, NY 10006']}",View of the World Terrace Club,+12125772933,$$,4.0,129,[],https://www.yelp.com/biz/view-of-the-world-terrace-club-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
22,aunt-jakes-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]","{'latitude': 40.7190315, 'longitude': -73.9977161}",(646) 858-0470,1415.3513720823364,I2lgw_7DUnwD92ND4PN-Ow,https://s3-media2.fl.yelpcdn.com/bphoto/hMhn_lnES3QWc4Gtihvr0A/o.jpg,False,"{'address1': '149 Mulberry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['149 Mulberry St', 'New York, NY 10013']}",Aunt Jake's,+16468580470,$$,4.0,1062,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/aunt-jakes-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
23,acqua-restaurant-nyc-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.7082567, 'longitude': -74.001797}",(212) 349-4433,461.13594509174516,Fuk7jDI2XAcvHxqau5rKWA,https://s3-media3.fl.yelpcdn.com/bphoto/v2R_qzUPGtrtw3TJrnQ_YA/o.jpg,False,"{'address1': '21 Peck Slip, Water St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['21 Peck Slip, Water St', 'New York, NY 10038']}",Acqua Restaurant NYC,+12123494433,$$,4.0,320,"['delivery', 'pickup']",https://www.yelp.com/biz/acqua-restaurant-nyc-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
24,1803-new-york,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.715498, 'longitude': -74.007178}",(212) 267-3000,772.0390683372085,3xTQT7qjZJIxc-eBiFMerQ,https://s3-media4.fl.yelpcdn.com/bphoto/KhxtNUk-2YXvlElPHK9zqA/o.jpg,False,"{'address1': '82 Reade St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['82 Reade St', 'New York, NY 10007']}",1803,+12122673000,$$,4.5,181,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/1803-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
25,jajaja-new-york,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.7141530317142, 'longitude': -73.9904247969389}",(646) 883-5453,1549.0088222538532,XipQLDbyTl5tsLlyzAWzug,https://s3-media2.fl.yelpcdn.com/bphoto/QaIhCEp1FpU3a2teWQh6mA/o.jpg,False,"{'address1': '162 E Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['162 E Broadway', 'New York, NY 10002']}",Jajaja,+16468835453,$$,4.5,579,['restaurant_reservation'],https://www.yelp.com/biz/jajaja-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
26,menya-jiro-fidi-new-york,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.70933, 'longitude': -74.00714}",(646) 946-1616,101.63085290286863,z_yu_Qo1xTLeYPBqBM5igA,https://s3-media3.fl.yelpcdn.com/bphoto/a4LRwkhczd3f5_IVgmln3A/o.jpg,False,"{'address1': '123 William St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['123 William St', 'New York, NY 10038']}",Menya Jiro- Fidi,+16469461616,$$,4.0,122,"['delivery', 'pickup']",https://www.yelp.com/biz/menya-jiro-fidi-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
27,maharlika-new-york,"[{'alias': 'filipino', 'title': 'Filipino'}]","{'latitude': 40.72695, 'longitude': -73.98611}",(646) 392-7880,2712.4707053453294,1_S2RxVWOidWcgbU2tBQBQ,https://s3-media1.fl.yelpcdn.com/bphoto/PRB5IIpLRcUzdXEUxUMQcQ/o.jpg,False,"{'address1': '111 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['111 1st Ave', 'New York, NY 10003']}",Maharlika,+16463927880,$$,4.0,1419,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/maharlika-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
28,fishmarket-restaurant-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.70717, 'longitude': -74.00192}",(917) 363-8101,475.0446963746873,LpVbI-E9C-CSp7WhU5h2Iw,https://s3-media1.fl.yelpcdn.com/bphoto/BxY50B6ntFYQa8COuI1Fog/o.jpg,False,"{'address1': '111 South St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['111 South St', 'New York, NY 10038']}",Fishmarket Restaurant,+19173638101,$$,4.5,482,[],https://www.yelp.com/biz/fishmarket-restaurant-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
29,kuu-ramen-new-york,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.7096786, 'longitude': -74.0089569}",(212) 571-7177,184.69112371326437,hvrQQ0YWqgw0__OnofqXag,https://s3-media3.fl.yelpcdn.com/bphoto/78hI43SRcQZkn84XMWVrfw/o.jpg,False,"{'address1': '20 John St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['20 John St', 'New York, NY 10038']}",Kuu Ramen,+12125717177,$$,3.5,520,"['delivery', 'pickup']",https://www.yelp.com/biz/kuu-ramen-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
