,Unnamed: 0,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,10,iron-horse-nyc-new-york,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.70814, 'longitude': -74.00495}",(646) 546-5426,201.68123967980546,30zUIrVeLB8KSZqd4kx1RA,https://s3-media1.fl.yelpcdn.com/bphoto/RBLP7fIPPDFDxU-LYPCDLA/o.jpg,False,"{'address1': '32 Cliff St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['32 Cliff St', 'New York, NY 10038']}",Iron Horse NYC,16465465426.0,1,4.0,397,[],https://www.yelp.com/biz/iron-horse-nyc-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
11,11,wah-fung-no-1-fast-food-new-york-3,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.71735, 'longitude': -73.99457}",(212) 925-5175,1449.2692343478668,X8ZS-dgiMIJvhwf9SaDnjw,https://s3-media3.fl.yelpcdn.com/bphoto/y90HXuKlFmHl42ZNrL8q1A/o.jpg,False,"{'address1': '79 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chrystie St', 'New York, NY 10002']}",Wah Fung No 1 Fast Food,12129255175.0,1,4.5,1118,[],https://www.yelp.com/biz/wah-fung-no-1-fast-food-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
12,12,underground-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.70499, 'longitude': -74.00961}",(212) 425-4442,444.62387157505424,B1XdGwZZ5ee2fBdngj7NUw,https://s3-media1.fl.yelpcdn.com/bphoto/gCOE3o5WufGPCaJcin5nNg/o.jpg,False,"{'address1': '3 Hanover Sq', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['3 Hanover Sq', 'New York, NY 10004']}",Underground Pizza,12124254442.0,1,4.0,261,"['delivery', 'pickup']",https://www.yelp.com/biz/underground-pizza-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
13,13,chens-buffet-bar-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.70712, 'longitude': -74.00845}",(212) 797-9477,185.81231782781703,54om5q7V4anmIXw2PdNJbA,https://s3-media1.fl.yelpcdn.com/bphoto/beH2OVQPtEM_J7AFzZgzeg/o.jpg,False,"{'address1': '32 Cedar St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['32 Cedar St', 'New York, NY 10038']}",Chen's Buffet Bar,12127979477.0,1,4.0,31,"['delivery', 'pickup']",https://www.yelp.com/biz/chens-buffet-bar-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
14,14,sams-falafel-stand-new-york,"[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 40.7090396819627, 'longitude': -74.0113380915443}",,348.4665323741502,N-M-c8yQFqGW1jn_tdCzPg,https://s3-media4.fl.yelpcdn.com/bphoto/IEX5Ihk_1ReYvxPxpMNsqw/o.jpg,False,"{'address1': 'Cedar St And Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['Cedar St And Broadway', 'New York, NY 10006']}",Sam's Falafel Stand,,1,4.5,186,[],https://www.yelp.com/biz/sams-falafel-stand-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
15,15,kopitiam-new-york,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'singaporean', 'title': 'Singaporean'}]","{'latitude': 40.71387, 'longitude': -73.99091}",(646) 609-3785,1496.12725695548,r2JVKalbucGf2nryywuL2w,https://s3-media3.fl.yelpcdn.com/bphoto/NGu52ghjQIm0XPW0DnTYiw/o.jpg,False,"{'address1': '151 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['151 E Broadway', 'New York, NY 10002']}",Kopitiam,16466093785.0,1,4.0,420,"['delivery', 'pickup']",https://www.yelp.com/biz/kopitiam-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
16,16,88-lan-zhou-handmade-noodle-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.7155, 'longitude': -73.99675}",(646) 683-0939,1168.3558782923506,Lbs8QBRN1U7IYBo5Mcv-RQ,https://s3-media1.fl.yelpcdn.com/bphoto/18OSugPW766TSqMxuqc5Ww/o.jpg,False,"{'address1': '40 Bowery St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['40 Bowery St', 'New York, NY 10013']}",88 Lan Zhou Handmade Noodle,16466830939.0,1,4.0,1606,[],https://www.yelp.com/biz/88-lan-zhou-handmade-noodle-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
17,17,prince-street-pizza-new-york-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7229087705545, 'longitude': -73.9944863319397}",(212) 966-4100,1924.8998914299482,zj8Lq1T8KIC5zwFief15jg,https://s3-media3.fl.yelpcdn.com/bphoto/ZAukOyv530w4KjOHC5YY1w/o.jpg,False,"{'address1': '27 Prince St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['27 Prince St', 'New York, NY 10012']}",Prince Street Pizza,12129664100.0,1,4.5,2499,"['delivery', 'pickup']",https://www.yelp.com/biz/prince-street-pizza-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
18,18,jeremys-ale-house-south-street-seaport-new-york,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 40.70766, 'longitude': -74.00205}",(212) 964-3537,442.3345550166675,rlZP-SWgNXH-2Ejp9dHEgw,https://s3-media1.fl.yelpcdn.com/bphoto/gvQjgcc7eSBOuBEoWJNLsA/o.jpg,False,"{'address1': '228 Front St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['228 Front St', 'New York, NY 10038']}",Jeremy's Ale House- South Street Seaport,12129643537.0,1,4.0,264,[],https://www.yelp.com/biz/jeremys-ale-house-south-street-seaport-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
19,19,sandwich-house-new-york,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.71096, 'longitude': -74.0077699}",(212) 566-6886,274.74913513864595,rvoyaPumkhL5FA2zTqk13w,https://s3-media2.fl.yelpcdn.com/bphoto/I0ZhOK2tbqA6SZxvTKL6QA/o.jpg,False,"{'address1': '17 Ann St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['17 Ann St', 'New York, NY 10038']}",Sandwich House,12125666886.0,1,4.0,247,"['delivery', 'pickup']",https://www.yelp.com/biz/sandwich-house-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
20,20,sandras-food-spot-cart-new-york,"[{'alias': 'puertorican', 'title': 'Puerto Rican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 40.7082305151118, 'longitude': -74.0096569061279}",,205.7611198581474,RSIboJc3I_PAMuJ058GmrA,https://s3-media2.fl.yelpcdn.com/bphoto/T-uedcFcPtEvTp1w9OIQqw/o.jpg,False,"{'address1': 'Nassua St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['Nassua St', 'New York, NY 10005']}",Sandra's Food Spot Cart,,1,4.5,30,[],https://www.yelp.com/biz/sandras-food-spot-cart-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
21,21,xian-famous-foods-new-york-30,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.715082, 'longitude': -73.997342}",,1106.630182872829,fPW_GBZsnBNsIzK62sCHBg,https://s3-media2.fl.yelpcdn.com/bphoto/TJyoJpdfaVv9IT9me7eGUA/o.jpg,False,"{'address1': '45 Bayard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['45 Bayard St', 'New York, NY 10013']}",Xi'an Famous Foods,,1,4.0,908,[],https://www.yelp.com/biz/xian-famous-foods-new-york-30?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
22,22,joey-bats-café-new-york,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.72006, 'longitude': -73.99037}",(212) 951-1189,1916.2584841038974,uYMimeHJ5XBGkyTrg8GXhw,https://s3-media4.fl.yelpcdn.com/bphoto/CqV9gBjqIfuwlkWAkioKAw/o.jpg,False,"{'address1': '129 Allen St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['129 Allen St', 'New York, NY 10002']}",Joey Bats Café,12129511189.0,1,5.0,115,[],https://www.yelp.com/biz/joey-bats-caf%C3%A9-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
23,23,biryani-house-cart-new-york,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'bangladeshi', 'title': 'Bangladeshi'}]","{'latitude': 40.70865, 'longitude': -74.01011}",,239.3878087863668,4x4M_p_b8GvLkc4fe00GHA,https://s3-media1.fl.yelpcdn.com/bphoto/QynZtJe9KH24zpuVuWotdw/o.jpg,False,"{'address1': '140 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['140 Broadway', 'New York, NY 10005']}",Biryani House Cart,,1,4.0,151,[],https://www.yelp.com/biz/biryani-house-cart-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
24,24,cafe-himalaya-new-york-2,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]","{'latitude': 40.7232289034083, 'longitude': -73.9879441220901}",(212) 358-0160,2304.5089650234727,noBCTbD1Ylf5QR7PXy-rkA,https://s3-media3.fl.yelpcdn.com/bphoto/lHBhInQlokZPCJXXWAyqQg/o.jpg,False,"{'address1': '78 E 1st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['78 E 1st St', 'New York, NY 10009']}",Cafe Himalaya,12123580160.0,1,4.0,572,"['delivery', 'pickup']",https://www.yelp.com/biz/cafe-himalaya-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
25,25,gaia-italian-café-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.721653, 'longitude': -73.985346}",(646) 350-3977,2351.675058546673,jdNdy-MwBtnXoBGC_JVvwQ,https://s3-media4.fl.yelpcdn.com/bphoto/djyIreLliLG2RGZHmL5Ziw/o.jpg,False,"{'address1': '251 E Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['251 E Houston St', 'New York, NY 10002']}",Gaia Italian Café,16463503977.0,1,4.5,925,[],https://www.yelp.com/biz/gaia-italian-caf%C3%A9-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
26,26,tasty-hand-pulled-noodles-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.7142, 'longitude': -73.99787}",(212) 791-1817,1008.6363194789453,97q5nUQTuBo_h00XCxna2A,https://s3-media3.fl.yelpcdn.com/bphoto/on5kwb77QO9cS78kxllnOA/o.jpg,False,"{'address1': '1 Doyers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['1 Doyers St', 'New York, NY 10013']}",Tasty Hand-Pulled Noodles,12127911817.0,1,4.0,1470,"['delivery', 'pickup']",https://www.yelp.com/biz/tasty-hand-pulled-noodles-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
27,27,taiwan-pork-chop-house-new-york,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.71424, 'longitude': -73.99799}",(212) 791-7007,1004.0358714369744,kNOr6_g6QfBHdhf89j3g5w,https://s3-media3.fl.yelpcdn.com/bphoto/KrvKvI_lYJ5FBcHFeXKYWA/o.jpg,False,"{'address1': '3 Doyers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['3 Doyers St', 'New York, NY 10013']}",Taiwan Pork Chop House,12127917007.0,1,4.0,366,[],https://www.yelp.com/biz/taiwan-pork-chop-house-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
28,28,indian-king-biryani-house-new-york,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 40.709089983905, 'longitude': -74.0107886718552}",,303.8429271721592,llzZ19xTIrueN5XBZi4zWg,https://s3-media1.fl.yelpcdn.com/bphoto/94bWJeuoGMtfjU7ypmxotw/o.jpg,False,"{'address1': '140 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['140 Broadway', 'New York, NY 10005']}",Indian King Biryani House,,1,4.0,46,[],https://www.yelp.com/biz/indian-king-biryani-house-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
29,29,bluestone-lane-new-york-11,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7063436944471, 'longitude': -74.0118295429916}",(718) 374-6858,457.4236975809064,O6LArju5DvLrGNrvErieVA,https://s3-media4.fl.yelpcdn.com/bphoto/eNB0E9Vk93YZnR1KjOq1VQ/o.jpg,False,"{'address1': '30 Broad St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['30 Broad St', 'New York, NY 10004']}",Bluestone Lane,17183746858.0,1,4.0,238,[],https://www.yelp.com/biz/bluestone-lane-new-york-11?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
30,30,sun-hing-lung-co-new-york-3,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.71275, 'longitude': -73.99508}",(212) 962-7032,1128.429394989281,9-vKFnUby_6-pR6UJxjzMw,https://s3-media3.fl.yelpcdn.com/bphoto/l07KZELAnbW1l7YNP_L2Tg/o.jpg,False,"{'address1': '58 Henry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['58 Henry St', 'New York, NY 10002']}",Sun Hing Lung Co,12129627032.0,1,4.5,158,[],https://www.yelp.com/biz/sun-hing-lung-co-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
